booth_no,forms_received,location,area_covered,booth_level_officer,pdf_file_name
274,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, SECTOR 38(WEST) , (Room No. 4), SECTOR 38 (WEST)","SECTOR 38W # 5121 to 5300, Shri Guru Harkrishan Model School, SECTOR 38D",SANJAY KUMAR  CHANDIGARH HOUSING BOARD 9,chandigarh_pdfs/w0010274.pdf
275,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, SECTOR 38(WEST) , (Room No. 2), SECTOR 38 (WEST)",SECTOR 38W # 5301 to 5685,"BALWINDER KUMAR  ASSTT. DIRECTOR, MALARIA",chandigarh_pdfs/w0010275.pdf
276,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, SECTOR 38 D , (Room No. 9), SECTOR 38-D","SECTOR 38W #5686 to 5828, Gurudwara, Govt. Animal Husbandry","PARVEEN BAHUGUNA  ASSTT DIRECTOR, MALARIA",chandigarh_pdfs/w0010276.pdf
277,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL , (Room No. 2), SECTOR 39-C","SECTOR 39A # 901 to 965, IMTECH # A1 to A12, B1 to B24, C1 to C24, D1 to D24, E1 to E17, SA1 to SA17, SECTOR 39B # 1001 to 1350, Shiv Mandir",VIKAS GAUR  CDO-II SECTOR 9,chandigarh_pdfs/w0010277.pdf
278,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, SECTOR 39C , (Room No. 3), SECTOR 39-C","SECTOR 39B #1351 to 1472, 1615 to 1643, 1701 to 1770","ANIL LATA  XEN CAPITAL DIV. NO. 1, 9",chandigarh_pdfs/w0010278.pdf
279,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, SECTOR 39C , (Room No. Staff Room), SECTOR 39-C","SECTOR 39B # 1771 to 1774, 1901 to 1917, SECTOR 39C # 2401 to 2565, Gurudwara Nanaksagar",RAKESH DOGRA  GMSSS 35-D,chandigarh_pdfs/w0010279.pdf
280,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL , (Room No. Nursery), SECTOR 39-C","SECTOR 39C # 2566 to 2618, SECTOR 38D # 3001 to 3160, Police Quarter SEC.30D # 1 to 24, Water works type 4 # 1 to 20, Type 3 Water Works Sec. 39D # 1 to 20",RISHI KANT  P.U. 14,chandigarh_pdfs/w0010280.pdf
281,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SECTOR 40A , (Room No. 10), SECTOR 40-A","SECTOR 40A # 101 to 410, SubStation, SECTOR 40A",RISHI PAL  GOVT ART COLLEGE SECTOR 10,chandigarh_pdfs/w0010281.pdf
282,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SECTOR 40A , (Room No. 10 B), SECTOR 40-A",SECTOR 40A # 411 to 570,"SURESHTA THAKUR  SOCIAL WELFARE DEPPT, SECTOR 17, CHD",chandigarh_pdfs/w0010282.pdf
283,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SECTOR 40A , (Room No. 8 ), SECTOR 40-A",SECTOR 40A # 571-800,BALJINDER SINGH  PRINTING PRESS,chandigarh_pdfs/w0010283.pdf
284,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SECTOR 40A , (Room No. 9), SECTOR 40-A","SECTOR 40A # 801 to 1000, GOVT MODEL HIGH SCHOOL","RITU BALA  SOCIAL WELFARE DEPPT, SECTOR 17, CHD",chandigarh_pdfs/w0010284.pdf
285,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SENIOR SECONDARY SCHOOL, SECTOR 40B , (Room No. 1), SECTOR 40-B","SECTOR 40B # 1001 to 1200, SCF SECTOR 40, GURUDWARA SEC.40, SHIV MANDIR SECTOR 40, ANGANWADI SECTOR 40",VARINDER KUMAR  GCE 20,chandigarh_pdfs/w0010285.pdf
286,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SENIOR SECONDARY SCHOOL, SECTOR 40B , (Room No. 2), SECTOR 40-B","SECTOR 40B # 1201 to 2000, GOVT SR. SEC. SCHOOL SEC.40",D. P. SHARMA  CHB 9,chandigarh_pdfs/w0010286.pdf
287,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SENIOR SECONDARY SCHOOL, SECTOR 40B , (Room No. 2), SECTOR 40-B","SECTOR 40C # 2001 to 2200, GOVT SR. SEC. SCHOOL SEC.40",JASPAL SINGH  GSSS RAIPUR KHURD,chandigarh_pdfs/w0010287.pdf
288,Form 6  Form 7  Form 8  Form 8A,"GURU HARKRISHAN PUBLIC SCHOOL , (Room No. 9), SECTOR 40-C","SECTOR 40C # 2201 to 2480, SHRI GURU HARKRISHAN PUBLIC SCHOOL SEC.40C",JASWINDER SINGH  GMHS 20-D,chandigarh_pdfs/w0010288.pdf
289,Form 6  Form 7  Form 8  Form 8A,"GURU HARKRISHAN PUBLIC SCHOOL, SECTOR 40C , (Room No. 5), SECTOR 40-C",SECTOR 40C # 2481 to 2800,AVTAR SINGH  CTU IND AREA,chandigarh_pdfs/w0010289.pdf
290,Form 6  Form 7  Form 8  Form 8A,"GURU HARKRISHAN PUBLIC SCHOOL, SECTOR 40C , (Room No. 10 A), SECTOR 40-C","SECTOR 40C # 2801 to 3000, SECTOR 40D # 3001 to 3215","PARDEEP KUMAR  EEPH-3, DIV. NO.3 9",chandigarh_pdfs/w0010290.pdf
291,Form 6  Form 7  Form 8  Form 8A,"SHARDA SAVHITKARI MODEL SENIOR SECONDARY SCHOOL, SEC. 40D , , SECTOR 40-D","SECTOR 40D # 3216 to 3340, SCO SECTOR 40, REHRI MARKET 40D",IRSHAD A. HUSSAIN  T.S.C.S LIBRARY 17,chandigarh_pdfs/w0010291.pdf
292,Form 6  Form 7  Form 8  Form 8A,"SHARDA SAVHITKARI MODEL SENIOR SECONDARY SCHOOL, SEC. 40D , , SECTOR 40-D",SECTOR 40D # 3341 to 3570,"SAIDU R. GORE  PUNJAB UNIVERSITY SECTOR 14, CHD",chandigarh_pdfs/w0010292.pdf
293,Form 6  Form 7  Form 8  Form 8A,"SHIVALIK PUBLIC SCHOOL, SECTOR 41 , (Room No. 2 A), SECTOR 41","SECTOR 41A # 1 to 240, DURGA MANDIR",SUNITA  SOCIAL WELFARE DEPTT,chandigarh_pdfs/w0010293.pdf
294,Form 6  Form 7  Form 8  Form 8A,"SHIVALIK PUBLIC SCHOOL , (Room No. 6 A), SECTOR 41",SECTOR 41A # 241 to 400,ANJANA  SOCIAL WELFARE DEPTT,chandigarh_pdfs/w0010294.pdf
295,Form 6  Form 7  Form 8  Form 8A,"SHIVALIK PUBLIC SCHOOL, SECTOR 41 , (Room No. 5A ), SECTOR 41","SECTOR 41A # 401 to 575, ANGANWADI BUILDING SEC.41, CRECH",ANURUDDHA PARTAP  MOH 17,chandigarh_pdfs/w0010295.pdf
296,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SECTOR 41A , (Main Hall), SECTOR 41-A",SECTOR 41A #576 to 785,VIKAS SAINI  GMSSS 33-D,chandigarh_pdfs/w0010296.pdf
297,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SECTOR 41A , (Room No. 10 B), SECTOR 41-A",SECTOR 41A # 786 to 1000,VINOD KUMAR  CHD 9,chandigarh_pdfs/w0010297.pdf
298,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SECTOR 41A , (Room No. 8C ), SECTOR 41-A","SECTOR 41B # 1001 to 1250,SHIVALIK PUBLIC SCHOOL","KULBIR KUMAR  CHD. SC, BC CORPORATION 17",chandigarh_pdfs/w0010298.pdf
299,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SECTOR 41A , (Room No. VIII A), SECTOR 41-A","SECTOR 41B # 1251 to 1510,AJIT KARAM PUBLIC INTERNATIONAL SCHOOL",MOHAMMAD SHAMSHAD  PGGC 11,chandigarh_pdfs/w0010299.pdf
300,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, SECTOR 41C , (Room No. 1 ), SECTOR 41-C","SECTOR 41B # 1511 to 1564,TYPE II POLICE COLONY SECTOR 41C # 2000 to 2195,SECTOR 41D # 3001 to 3050",KARAMJIT SINGH  XEN ELECTRICAL 4,chandigarh_pdfs/w0010300.pdf
301,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, SECTOR 41C , (Room No.2 ), SECTOR 41-C","SECTOR 41D # 3051 to 4000,SECTOR 41D SCO,PARAMHANS MANDIR, SEVENDAY EDWARDRST CHURCH,ANCHAL INTGERNATIONAL SCHOOL SEC.41,CHURCH OF GOD",RANJIT SINGH  CHB 9,chandigarh_pdfs/w0010301.pdf
302,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, SECTOR 42 B , (Room No.1 ), SECTOR 42-B","SECTOR 42A # 1 to 160, SECTOR 42A # 1 to 160, SECTOR 42B # 1001 to 1240, Block ABCD, SECTOR 42B # 70 to 156, Sanatan Dharam Mandir, SEC.42B, Civil Dispensary SEC.42B #2 to 4, Hockey Stadium, SECTOR 42A, Govt. College for Girls,SEC.42A # 1 to 4, Radio Colony SECTOR 42A, Door Darshan Colony, SECTOR 42A #1 to 4, Comunity Center, SECTOR 42 # C1 to C26, Boys Hostel Flat Dr. Ambedkar IHM SECTOR 42 # 19 to 44, FOOD CRAFT SEC.42A","MUKESH KUMAR  EE, DIV. 3, MCPH, 37",chandigarh_pdfs/w0010302.pdf
303,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, SECTOR 42 B , (Room No. 2 ), SECTOR 42-B","SECTOR 42B # 1241 to 1293, 1301 to 1321, 1401 to 1546, SECTOR 42C # 2139 to 2270, Bank Of India, Colony, SEC.42 # 2 to 35, Gurudwara SEC.42B, Govt. Model High School,SEC.42B, Prachin Shiv Mandir, S.B.I, Colony SECTOR 42C","PARAMJIT KAUR  DEPUTY REGISTRAR, SECY BRANCH ARUNA RANJIT CHANDRA HALL",chandigarh_pdfs/w0010303.pdf
304,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, SECTOR 42 B , (Room No. 3), SECTOR 42-B","SECTOR 42C # 2271 to 2339, 2697 to 2996",NEELAM SAINI  GMSSS 27,chandigarh_pdfs/w0010304.pdf
305,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, SECTOR 43A , (Room No. 1 ), SECTOR 43-A","SECTOR 43A # 13 to 18, 31 to 40, 63 to 80, 231 to 258, 281 to 420, 656 to 674, 695 to 770, SECTOR 43A (Mandir), Sr.Citizen SEC.43A # 27 to 28, Mata shakambhari Devi SEC.43A, Gurudwara Sant Sewa (Regd) 43A, Cretch GMHS SEC.43A, SHISHU NIKETAN SEC.43A, APARVASI BHARTIYA",VIJAY KUMAR  URBAN PLANNING 9,chandigarh_pdfs/w0010305.pdf
306,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, SECTOR 43A , (Room No. 2 ), SECTOR 43-A","SECTOR 43A # 771 to 1000,SECTOR 43B # 1001 to 1090",JAMIT SINGH  GMSSS 18,chandigarh_pdfs/w0010306.pdf
307,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, SECTOR 43A , (Room No. 3 ), SECTOR 43-A",SECTOR 43B # 1091 to 1710,"KULVIR SINGH  DEPUTY REGISTRAR, SECY BRANCH ARUNA RANJIT CHANDRA HALL,",chandigarh_pdfs/w0010307.pdf
308,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, SECTOR 43A , (Room No.4), SECTOR 43-A","Sector=43B # 1711 to 1971,Kulwant Rai Saravhitkari Vidya mandir sec 43B,B.S.N.L., Guest House, SEC.43A","KULDEEP SINGH  DIRECTOR, CIHM 42",chandigarh_pdfs/w0010308.pdf
309,Form 6  Form 7  Form 8  Form 8A,"GOVT MODEL SENIOR SECONDARY SCHOOL , SECTOR 44B , (Room No.1), SECTOR 44-B","SECTOR 44A # 1 to 250, ARMY FLAT SECTOR 44A # 1 to 62, GURUDAWARA SECTOR 44A, ARUN ASIF ALI MAMORIAL TRUST",MANN SINGH THAKUR  MECH DETT PEC 12,chandigarh_pdfs/w0010309.pdf
310,Form 6  Form 7  Form 8  Form 8A,"GOVT MODEL SENIOR SECONDARY SCHOOL , SECTOR 44B , (Room No. 2), SECTOR 44-B","SECTOR 44A # 251 to 665, RADHA KRISHAN MANDIR SEC.44B, SOOD BHAWAN SECTOR 44B",SURJEET SINGH  G.M.S.S.SCHOOL 37,chandigarh_pdfs/w0010310.pdf
311,Form 6  Form 7  Form 8  Form 8A,"GOVT MODEL SENIOR SECONDARY SCHOOL , SECTOR 44B , (Room No. 3), SECTOR 44-B","SECTOR 44A # 666 to 1000,SECTOR 44B # 1001 to 1250, CRECHE SECTOR 44B",SUKHWINDER SINGH  CHB SECTOR 9,chandigarh_pdfs/w0010311.pdf
312,Form 6  Form 7  Form 8  Form 8A,"GOVT MODEL SENIOR SECONDARY SCHOOL , SECTOR 44B , (Room No. 4), SECTOR 44-B",SECTOR 44B # 1251 to 2040,"NITIN KUMAR  Post Graduate college for Sector-11, Chandigarh",chandigarh_pdfs/w0010312.pdf
313,Form 6  Form 7  Form 8  Form 8A,"BRITISH (SANJAY) PUBLIC SCHOOL , SECTOR 44 , (Room No.2), SECTOR 44","SECTOR 44B # 2041 to 2200, ST. XAVIER HIGH SCHOOL SEC.44B, BAPTIST CHRUCH, GOVT. MODEL SENIOR SECONDARY SCHOOL, RBI COLONY SEC.44B, SECTOR 44C # 2201 to 2300",RAJIV MITTAL  P.G.G.C. SECTOR 46,chandigarh_pdfs/w0010313.pdf
314,Form 6  Form 7  Form 8  Form 8A,"BRITISH (SANJAY) PUBLIC SCHOOL , SECTOR 44 , (Room No. 1), SECTOR 44","SECTOR 44C # 2301 to 2620, LAXMI NARAYAN MANDIR SEC.44C",AMRJEET SINGH  P.G.G.C 11,chandigarh_pdfs/w0010314.pdf
315,Form 6  Form 7  Form 8  Form 8A,"BRITISH (SANJAY) PUBLIC SCHOOL , SECTOR 44 , (Room No. 3), SECTOR 44","SECTOR 44C # 2621 to 3000, SECTOR 44D # 3001 to 3075, ST. XAVIER SENIOR SECONDARY SCHOOL to 44, CIVIL DISPENSARY SEC.44B",ASHOK KUMAR  EE.CP DIV.NO.3 16,chandigarh_pdfs/w0010315.pdf
316,Form 6  Form 7  Form 8  Form 8A,"ST.JOSPEH SCHOOL, SECTOR 44 , (Room No. 14), SECTOR 44",SECTOR 44D # 3076 to 3180,UCHHAV RAM  E.E.C.P. DIV.NO 1 9,chandigarh_pdfs/w0010316.pdf
317,Form 6  Form 7  Form 8  Form 8A,"ST.JOSPEH SCHOOL, SECTOR 44 , (Room No. 13), SECTOR 44","SECTOR 44D # 3181 to 3300, ST. JOSEPH SCHOOL to 44",FAUJA SINGH  PUBLIC HEALTAH DIV.NO.3 9,chandigarh_pdfs/w0010317.pdf
318,Form 6  Form 7  Form 8  Form 8A,"GOVT MODEL MIDDLE SCHOOL, SECTOR 45 , (Room No. Pre Nursery ), SECTOR 45",SECTOR 45A # 1 to 250,RAJ KUMAR  B & R REASEARCH LAB .,chandigarh_pdfs/w0010318.pdf
319,Form 6  Form 7  Form 8  Form 8A,"GOVT MODEL MIDDLE SCHOOL, SECTOR 45 , (Room No. Nursery B), SECTOR 45","SECTOR 45A # 251 to 370, SURAJ KUND MANDIR SEC.45A, JWALA MUKHI MANDIR SEC.45A","SARWAN KUMAR  Controller (F&A) Rents, sector-9, Chandigarh",chandigarh_pdfs/w0010319.pdf
320,Form 6  Form 7  Form 8  Form 8A,"GOVT MODEL MIDDLE SCHOOL, SECTOR 45 , (Room No. Nursery A), SECTOR 45","SECTOR 45A # 371 to 1000, SECTOR 45B # 1001 to 2000, ST. STEPHEN SCHOOL SEC.45, DEV SAMAJ COLLEGE SEC.45",SEHNAZ KHAN  P.U SECTOR-14,chandigarh_pdfs/w0010320.pdf
321,Form 6  Form 7  Form 8  Form 8A,"CHANDIGARH BAPTIST SCHOOL, SECTOR 45 , (Room No. Class XII), SECTOR 45","SECTOR 45C # 2001 to 2110,CIVIL DISPENSARY SEC.45,ANGANWARI SEC.45",KAISH KHAN  STATE LIBRARY 17,chandigarh_pdfs/w0010321.pdf
322,Form 6  Form 7  Form 8  Form 8A,"CHANDIGARH BAPTIST SCHOOL, SECTOR 45 , (Room No. Class 10th A ), SECTOR 45",SECTOR 45C # 2111 to 2215,"PRAFOLLO PRADHANO  ENVIRONMENT DEPTT, PARYAVARAN BHAWAN, SECTOR 19",chandigarh_pdfs/w0010322.pdf
323,Form 6  Form 7  Form 8  Form 8A,"CHANDIGARH BAPTIST SCHOOL, SECTOR 45 , (Room No. Class KG A), SECTOR 45","SECTOR 45C # 2216 to 2325,SSD MANDIR SEC.45C",PARAMJIT KAUR,chandigarh_pdfs/w0010323.pdf
324,Form 6  Form 7  Form 8  Form 8A,"CHANDIGARH BAPTIST SCHOOL, SECTOR 45 , (Room No. Class 11thA ), SECTOR 45","SECTOR 45C # 2326 to 3000,SECTOR 45D # 3001 to 3150,BAPTIST SCHOOL SEC.45D",RAJ KUMAR  M.O.H. M.C.,chandigarh_pdfs/w0010324.pdf
325,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SEC. SCHOOL, SEC. 45 , (Room No. 3), SECTOR 45",SECTOR 45D # 3151 to 3320,MUNISH SHULKA  C.I. HOTEL MANAGEMENT J 42,chandigarh_pdfs/w0010325.pdf
326,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SEC. SCHOOL, SEC. 45 , (Room No. 4), SECTOR 45","SECTOR 45D # 3321 to 4410,GAUSHALA",S.K. MISHRA  SURVEY OF INDIA H.P.G.D.C. 32A,chandigarh_pdfs/w0010326.pdf
327,Form 6  Form 7  Form 8  Form 8A,"GOVT. COLLEGE FOR BOYS, SECTOR 46B , (Room No. 101), SECTOR 46-B",SECTOR 46A # 1 to 260,RAVINDER PURI  DR.DEPTT. OF SPORTS 42,chandigarh_pdfs/w0010327.pdf
328,Form 6  Form 7  Form 8  Form 8A,"GOVT. COLLEGE FOR BOYS, SECTOR 46B , (Room No. 107), SECTOR 46-B","SECTOR 46A # 261 to 455,SAT. MARY ORTHODOX CHURCH SEC.46A",AJAY KUMAR  MUNICIPAL CORP 17,chandigarh_pdfs/w0010328.pdf
329,Form 6  Form 7  Form 8  Form 8A,"GOVT. COLLEGE FOR BOYS, SECTOR 46B , (Room No. 109), SECTOR 46-B","SECTOR 46A # 456 to 1000,DHANWANTARY COLLEGE SEC.46A,GOVT. COLLEGE FOR BOYS SEC.46,KUNDAN INTERNATIONAL SCHOOL SEC.46,ELECTRICITY OFFICE SD MANDIR SEC.46A,SD MANDIR SEC.46B",SALINDER KUMAR  EELC ENG DEPT 12,chandigarh_pdfs/w0010329.pdf
330,Form 6  Form 7  Form 8  Form 8A,"GOVT. COLLEGE FOR BOYS, SECTOR 46B , (Room No. 111), SECTOR 46-B",SECTOR 46B # 1001 to 1250,"NEK MOHD.  CCET-26,CHD",chandigarh_pdfs/w0010330.pdf
331,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SECTOR 46 C , (Room No. 1), SECTOR 46-C",SECTOR 46C # 3001 to 3265,KRISHAN KUMAR  ASSTT.DR.MALARIA 9,chandigarh_pdfs/w0010331.pdf
332,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SECTOR 46 C , (Room No. 3), SECTOR 46-C",SECTOR 46C # 3266 to 3530,SANDEEP  P.G.G.C.G. 11,chandigarh_pdfs/w0010332.pdf
333,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SECTOR 46 C , (Room No. 5), SECTOR 46-C","SECTOR 46C # 3531 to 4000,SECTOR 46D # 4001 to 4070,GOVT. HIGH SCHOOL SEC.46",KULDEEP SINGH NEGI  PGGC GIRLS 11,chandigarh_pdfs/w0010333.pdf
334,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SENIOR SECONDARY SCHOOL , (Room No. 1), SECTOR 46-D",SECTOR 46D # 4071 to 4400,JAMAN SINGH NEGI  EE CP.DIV.NO.3 16,chandigarh_pdfs/w0010334.pdf
335,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SENIOR SECONDARY SCHOOL , SECTOR 46 D , (Room No. CLASS 1 ), SECTOR 46-D","SECTOR 46D # 4401 to 4650,GURUDWARA SHRI SINGH SABHA,GOVT. MODEL SR. SEC. SCHOOL,SITE ASHA KIRAN SEC.46D","ASHISH RAJPOOT  GOVT. COLLEGE SECTOR 46,CHD",chandigarh_pdfs/w0010335.pdf
336,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SEC. 47 , (Room No. ), SECTOR 47","SECTOR 47A # 1 to 999,KENDRIYA VIDAYALA SEC.47A,RADHA KRISHAN MANDIR SEC.47A PLOT 630,GOVT. MODEL SR. SEC. SCHOOL SEC.47,SECTOR 47B # 1000 to 1999,SECTOR 47C # 2000 to 2025/2, B.N. 34 SECTOR 47A",HARJIT SINGH  C.T.U. PLOT NO.701 IND.AREA PHASE 1,chandigarh_pdfs/w0010336.pdf
337,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SEC. 47 , (Room No.), SECTOR 47","SECTOR 47C # 2026 to 2625/2,GOVT. TUBWELL SEC.47,SCO SEC.47C # 50 to 116",MALKEET SINGH  CHB SECTOR 9,chandigarh_pdfs/w0010337.pdf
338,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , SECTOR 47D , (Room No. 25), SECTOR 47-D","SECTOR 47C # 2626 to 2850,NEAR CREACH SEC.47C",SUNIL KUMAR  CCET (DIPLOMA WING) 26,chandigarh_pdfs/w0010338.pdf
339,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , SECTOR 47D , (Room No. Staff Room), SECTOR 47-D","SECTOR 47C # 2851 to 3000,SECTOR 47D # 3001 to 3025",CHANRANJIT SINGH  P.G.G.COLLEGE FOR GIRLS 42,chandigarh_pdfs/w0010339.pdf
340,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , SECTOR 47D , (Room No. Home Science Lab ), SECTOR 47-D","SECTOR 47D # 3026 to 3175,SHRI RAM MANDIR SEC.47D,PRIYAS ASTHAN HALFWAY HOME SECTOR 47D,GOVT. MODEL SR. SEC. SCHOOL SEC.47D",JAGDISH RAM  SECRECY BRANCH 14,chandigarh_pdfs/w0010340.pdf
341,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , SECTOR 47D , (Room No. ), SECTOR 47-D",SECTOR 47D # 3176 to 3325/2,BALBIR SINGH  CHD.HOUSING BOARD,chandigarh_pdfs/w0010341.pdf
342,Form 6  Form 7  Form 8  Form 8A,"JUNJ GHAR IN COMMUNITY CENTRE, SECTOR 47B , (Room No. 1), SECTOR 47-B",SECTOR 47D # 3326 to 3900,"KIRANDEEP SINGH  GMSSS SECTOR 46, CHD",chandigarh_pdfs/w0010342.pdf
343,Form 6  Form 7  Form 8  Form 8A,"JUNJ GHAR IN COMMUNITY CENTRE, SECTOR 47B , (Room No. 2), SECTOR 47-D","SECTOR 47D # 3901 to 4000,SCF SEC.47 # 51 to 96/2,KHUSTH ASHARAM SEC.47D # 1 to 96,KALI BARI MANDIR SEC.47D,BAKUNTH DHAM SHIV MANDIR SEC.47D,HOMOEOPATHY DISPENSARY SEC.47D",BALWINDER SINGH  CHD.HOUSING BOARD 9,chandigarh_pdfs/w0010343.pdf
344,Form 6  Form 7  Form 8  Form 8A,"GOVT.MODEL SENIOR SECONDARY SCHOOL , (Room No. Nursery Room), VILLAGE KAIMBALA","VILLAGE KAIMBALA # 1 to 160,NEAR BUS STOP,PIR BABA SAWAN SINGH ,SCHOOL VILLAGE KAIMBALA,DISPENSARY ,OM SHANTI HOUSE",GANGA BISHAN  GOVT. PRESS 18,chandigarh_pdfs/w0010344.pdf
345,Form 6  Form 7  Form 8  Form 8A,"GOVT.MODEL SENIOR SECONDARY SCHOOL , VILLAGE KAIMBWALA , (Room No. LKG), VILLAGE KAIMBALA","VILLAGE KAIMBALA # 161 to 400,VILLAGE KAIMBALA GURUDWARA GURSAGAR SAHIB,VILLAGEKAIMBALA SIDHU FARM HOUSE,VILLAGE KAIMBALA SCF,VILLAGE KAIMBALA JHUGGIAN,VILLAGE KAIMBALA GURSAGAR COLONY,VILLAGE KAIMBALA TUBEWELL NO.7",JASWINDER SINGH  GMSSS 40,chandigarh_pdfs/w0010345.pdf
346,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, VILLAGE KISHANGARH , (Room No. 1), VILLAGE KISHANGARH","VILALGE KISHANGARH # 1 to 135,VILLAGE SHIVALIC RANCH","BHUPINDER SINGH  MEDICAL OF HEALTH DEPT. SECTOR 17, CHD",chandigarh_pdfs/w0010346.pdf
347,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, VILLAGE KISHANGARH , (Room No. 2), VILLAGE KISHANGARH",VILAGE KISHANGARH # 136 to 455,SIKANDER SINGH  GOVT. MODEL HIGH SCHOOL 22,chandigarh_pdfs/w0010347.pdf
348,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, VILLAGE KISHANGARH , (Room No.3), VILLAGE KISHANGARH",VILAGE KISHANGARH # 456 to 990,ASHOK KUMAR  GMHS POCKET 8 MANIMAJRA,chandigarh_pdfs/w0010348.pdf
349,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, VILLAGE KISHANGARH , (Room No. 4), VILLAGE KISHANGARH","VILAGE KISHANGARH # 991-1191, VILLAGE BHAWANGPURA # 1-742, VILAGE KISHANGARH # 991-1191, .IT PARK, VILLAGE KISHANGARH GILL FARM HOUSE, VILLAGE KISHANGARH FOLEZ FARM HOUSE, VILLAGE KISHANGARH AUNKAR FARM , KISHANGARH FORESH NURSERY, VILLAGE KISHANGARH SUSHILA FARM, KISHNGARH WINDSER FARM, VILLAGE KISHANGARH HILL VIEW FARM, VILLAGE KISHANGARH HUNDEL FARM, VILLAGE KISHANGARH GARG FARM, KISHANGARH BAL FARM, KISHANGARH MANGAT FARM, KISHANGARH NET FARM, KISHANGARH AMAR FARM, KISHANGARH CHUTLANI FARM, KISHANGARH SHIVALIK RANCH KIRAT FARM.",GULAB SINGH  G.H.S.S.S 8B,chandigarh_pdfs/w0010349.pdf
350,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , MANIMAJRA TOWN , COMPUTER ROOM, MANIMAJRA TOWN","MANIMAJRA SHASTRI NAGAR # 1 to 320,JOHAL FARM,RAM NURSERY,BRAR FARM,GOFAR MILK DAIRY,DHALIWAL FARM,FARM NO. 1,SHITLA MATA MANDIR MANIMAJRA, DURGA NURSERY MANIMAJRA",ROBIN SINGH  GMSSS-SEC-23,chandigarh_pdfs/w0010350.pdf
351,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , MANIMAJRA TOWN , (Room No. 1), MANIMAJRA TOWN","MANIMAJRA SHASTRI NAGAR # 321 to 1209,PIPLIWALA TOWN MANIKAJRA # 1 to 300",GURJEET SINGH  GMSSS-SEC-23,chandigarh_pdfs/w0010351.pdf
